basicMeasureID,Name,Concept (idea to),Definition,example (MeasureDescription),ValueType
https://standards.isotc211.org/19157/-3/1/dqc/basicMeasure/1,error indicator,counting related basic measure,indicator that an item is in error,if the value is true the item is not correct,
